10.0731	5.36002e-08	0	0	0	0	
10.221	5.39688e-08	0	0	0	0	
10.4469	5.43399e-08	0	0	0	0	
11.5689	5.58501e-08	0	0	0	0	
12.1743	5.66208e-08	0	0	0	0	
13.7797	5.81944e-08	0	0	0	0	
15.2596	5.94032e-08	0	0	0	0	
17.1466	6.02229e-08	0	0	0	0	
19.6926	6.1054e-08	0	0	0	0	
21.6493	6.14739e-08	0	0	0	0	
26.3564	6.14739e-08	0	0	0	0	
29.8321	6.1054e-08	0	0	0	0	
32.7961	6.02229e-08	0	0	0	0	
37.3925	5.85945e-08	0	0	0	0	
41.4084	5.70102e-08	0	0	0	0	
45.5227	5.54687e-08	0	0	0	0	
50.7804	5.28706e-08	0	0	0	0	
57.4769	5.03942e-08	0	0	0	0	
63.1878	4.77058e-08	0	0	0	0	
72.0435	4.42419e-08	0	0	0	0	
78.6266	4.21697e-08	0	0	0	0	
86.4388	3.91077e-08	0	0	0	0	
100	3.52874e-08	0	0	0	0	
109.138	3.25016e-08	0	0	0	0	
122.633	2.95283e-08	0	0	0	0	
132.867	2.71972e-08	0	0	0	0	
147.137	2.4879e-08	0	0	0	0	
161.756	2.24487e-08	0	0	0	0	
175.255	2.05353e-08	0	0	0	0	
196.926	1.80282e-08	0	0	0	0	
214.921	1.63789e-08	0	0	0	0	
229.488	1.52941e-08	0	0	0	0	
245.042	1.40867e-08	0	0	0	0	
265.492	1.27106e-08	0	0	0	0	
287.648	1.15478e-08	0	0	0	0	
313.932	1.02779e-08	0	0	0	0	
335.21	9.46652e-09	0	0	0	0	
363.184	8.48343e-09	0	0	0	0	
399.269	7.44773e-09	0	0	0	0	
445.384	6.44947e-09	0	0	0	0	
479.049	5.77969e-09	0	0	0	0	
530.498	5.00501e-09	0	0	0	0	
604.847	4.15956e-09	0	0	0	0	
674.705	3.52874e-09	0	0	0	0	
758.136	2.95283e-09	0	0	0	0	
839.558	2.55704e-09	0	0	0	0	
916.274	2.22953e-09	0	0	0	0	
1037.11	1.85292e-09	0	0	0	0	
1173.87	1.56118e-09	0	0	0	0	
1290.5	1.35192e-09	0	0	0	0	
1450.08	1.13906e-09	0	0	0	0	
1571.1	1.00688e-09	0	0	0	0	
# EoF
